"data_sprawdzenia","nazwa kanalu","url kanalu","liczba subskrybentow","suma wyswietlen filmow, które ukazaly się na kanale w osatnim tygodniu","suma wyswietlen filmow, które ukazaly się na kanale w osatnim miesiacu"
"2022-01-20","LULANKO","https://www.youtube.com/channel/UC6fQYeU_u2emBM2l2GOiLqA","642106","6940","46253"
"2022-01-20","Juniorsky","https://www.youtube.com/channel/UCLXwu854Od47zMc9Pj4pFJg","641190","134799","536096"
"2022-01-20","Monika Kołakowska","https://www.youtube.com/channel/UCpeConlirGc-411oTIJZ79A","639505","179265","935024"
"2022-01-20","Dżejdżejka","https://www.youtube.com/channel/UCo8faMTOtdcp6VE1fHSjzeA","639505","67766","987496"
"2022-01-20","TheEwron","https://www.youtube.com/channel/UCmYN0BhmybZbkbgMdE0VO5g","638434","142240","787110"
"2022-01-20","Neksu","https://www.youtube.com/channel/UCJVS44eJnNHb5t-XPQ0ovuQ","635524","37948","235589"
"2022-01-20","Smolasty","https://www.youtube.com/channel/UC8_4ZdprsI28CvLr_nbBDHw","633139","337930","337930"
"2022-01-20","Dziki Trener","https://www.youtube.com/channel/UCbbz3_jH582xS93hxszPvjQ","632483","0","915697"
"2022-01-20","wiliextreme","https://www.youtube.com/channel/UCWROm9F-4M7_aXgpM8OkvCw","632462","0","673060"
"2022-01-20","Sylwia Przybysz Official","https://www.youtube.com/channel/UCArbXrU0fyPQz4-Bw7sxrrA","623482","0","76011"
"2022-01-20","Netflix Polska","https://www.youtube.com/channel/UCwAiG5lj7w24SbgPy6eiYvg","616528","81217","1025408"
"2022-01-20","PNTCMZ Football","https://www.youtube.com/channel/UCaJRpgx1ENZvfLXeKpO23Cw","612467","0","109813"
"2022-01-20","Sylwia Lipka","https://www.youtube.com/channel/UCAxVQP5iILWPO5k-xNZtuXA","610492","26385","100268"
"2022-01-20","National Geographic Polska","https://www.youtube.com/channel/UC9mYFechRIdFfwYQgCZnCTQ","604458","86819","590513"
"2022-01-20","Pejaslumsattack","https://www.youtube.com/channel/UCizuLqxCCa5kED4eBpXZHyw","592418","54462","611854"
"2022-01-20","Tritsus","https://www.youtube.com/channel/UCytzcCchL4RrGj1rlUWVFbQ","592402","429807","3308414"
"2022-01-20","SpinkaFun","https://www.youtube.com/channel/UCocvwlndeB9hO7uOwWRrJHg","592063","123166","906770"
"2022-01-20","Brain Dead Familia","https://www.youtube.com/channel/UCKVO2wm5N_ayOaTxDXzX4-w","592018","0","0"
"2022-01-20","maxineczka","https://www.youtube.com/channel/UCQgYqYoglHez8mkwZtwFYrQ","590119","160764","1031076"
"2022-01-20","Hunter","https://www.youtube.com/channel/UCjK5qSl1DFnhbNBX3xjv9eA","589583","65442","356491"
"2022-01-20","Toys Land • bajki dla dzieci","https://www.youtube.com/channel/UCZ2UPYRa7hpsuQNQkAzRQCQ","588562","3258","17786"
"2022-01-20","SzUsty","https://www.youtube.com/channel/UC3ItLle0sWWJMx716ftIvLw","586420","0","338696"
"2022-01-20","Studio Accantus","https://www.youtube.com/channel/UCFqPkVLBUbLLf3rhhVLRYUw","585036","0","318234"
"2022-01-20","Paveł","https://www.youtube.com/channel/UCF6EwZq80CbxD3mJpbgm9ww","584506","160834","875727"
"2022-01-20","wideoprezentacje","https://www.youtube.com/channel/UCViVL2aOkLWKcFVi0_p6u6g","582134","1212563","3557188"
"2022-01-20","Lucek","https://www.youtube.com/channel/UCbdNs5JkKaqvn623qrydqBw","581511","268555","1092166"
"2022-01-20","maromaro1337","https://www.youtube.com/channel/UCF6ISTtMvsjaMbthPEVMSBA","581111","19740","62746"
"2022-01-20","Yoji720","https://www.youtube.com/channel/UCqV981Arp5w44Uk8lXM00OQ","580472","8329","40866"
"2022-01-20","VanDal!","https://www.youtube.com/channel/UCNyw6IlaDz_mevqZwZuA4Bw","577921","0","0"
"2022-01-20","Minecraft Vertez","https://www.youtube.com/channel/UC5bknhZUPbt_-yPqd_0q1YQ","569571","0","0"
"2022-01-20","Ptaszniki Zająca","https://www.youtube.com/channel/UC5M4YDUwsC7tccTQjeTLPbA","569532","189437","686648"
"2022-01-20","Pusheen Girl","https://www.youtube.com/channel/UCJKj9V047MD-UK77pjXsK1A","566021","301994","3079609"
"2022-01-20","Dawid Czech","https://www.youtube.com/channel/UCKx7wGuevsvn650skJTOLUQ","565478","0","0"
"2022-01-20","przemekbestgames","https://www.youtube.com/channel/UCcGCUzF3QYIktuV_taUDNcw","563199","84640","690152"
"2022-01-20","czvjnik","https://www.youtube.com/channel/UCvliEppWibW6wjerKuBXViA","562139","1689428","8387803"
"2022-01-20","viva-a-viva","https://www.youtube.com/channel/UCCtTPlVZZsix8qYDdkLHrmQ","561454","10147","51992"
"2022-01-20","Fusialka","https://www.youtube.com/channel/UCEDh4HzlkIUlln_gp0CdJ3A","558094","494413","1462711"
"2022-01-20","AKCENT - Oficjalny","https://www.youtube.com/channel/UC_rLL3alfDNG6q4TMQsYbgw","557194","0","919970"
"2022-01-20","SUKA.","https://www.youtube.com/channel/UC70dhkL8fj6yCX0D1BDO8fQ","557178","63934","427352"
"2022-01-20","Dem3000","https://www.youtube.com/channel/UCof4jJ9hM9RLsBII8laZI5A","556567","0","33006"
"2022-01-20","Nauka. To Lubię","https://www.youtube.com/channel/UCtcUMxUSMWUNBfOaKUv5cjg","556180","0","700542"
"2022-01-20","2020","https://www.youtube.com/channel/UCJmMwjGoRDZSZY5EXEUUu4Q","554029","32472","32472"
"2022-01-20","bonkol","https://www.youtube.com/channel/UCm3w6F-z7CS8rWpB3H4ReWw","553424","96058","422593"
"2022-01-20","Rogalik","https://www.youtube.com/channel/UCcIix77y4GWUoh7pP2anZOA","552494","75631","575746"
"2022-01-20","Paulina Kobus","https://www.youtube.com/channel/UCQOXt0ESmeA0KNFuHixDyWg","551571","0","0"
"2022-01-20","Palion Games Plus","https://www.youtube.com/channel/UCeT1CAJARncDwNfFUL9vaQw","550181","1006395","4492351"
"2022-01-20","Słodka Ada","https://www.youtube.com/channel/UCyEJylzej5c0jOLtDeyjQkQ","549532","10706","73211"
"2022-01-20","MyMusic","https://www.youtube.com/channel/UCHeo8472OnB2poQyPvcBx9g","548480","0","6007"
"2022-01-20","TVN Turbo","https://www.youtube.com/channel/UCfsSoUSQzUimrjKhAKmshDQ","546452","510171","3070072"
"2022-01-20","Luka","https://www.youtube.com/channel/UCm2xHRYcMwZtJmaai2qwmTA","545134","123120","2547345"
"2022-01-20","GUGU","https://www.youtube.com/channel/UCzOcHVgNTXxH2v5IZGFuLpw","542490","97035","97035"
"2022-01-20","BAKU FAMILY","https://www.youtube.com/channel/UCN7JHOS8pAr22TGMVCJkzOA","541011","1180950","7710086"
"2022-01-20","Kolega Ignacy","https://www.youtube.com/channel/UCE7Rx7C25Yise2RTht-DYyQ","540427","186509","693678"
"2022-01-20","WholeWheatPete","https://www.youtube.com/channel/UCYXhR9t90GMlUxMKnmskTig","539093","20395","1206937"
"2022-01-20","airnest","https://www.youtube.com/channel/UCkHr-RxDUrldRGBfIt0IsqA","537595","0","0"
"2022-01-20","zio","https://www.youtube.com/channel/UC1hcX9wrm6xub-4B5-s8S4Q","536530","0","78069"
"2022-01-20","Arlena Witt","https://www.youtube.com/channel/UCIj6yjWVKPKO5zNLBjQ8Beg","532516","0","57705"
"2022-01-20","KuchniaLidla.pl","https://www.youtube.com/channel/UC0vGi_bWfAnvoQSf2zVMJeQ","530568","277336","1272678"
"2022-01-20","SkutecznieTv","https://www.youtube.com/channel/UCyuXbQrj8UwmzyPN4kZ7zHA","530125","27869","84527"
"2022-01-20","WooHoo PL","https://www.youtube.com/channel/UC0av3qQ2ppndBLFOdBu45Fw","529082","316820","2682784"
"2022-01-20","wRealu24","https://www.youtube.com/channel/UCiwsDgj8mJnsGOr6oN-2OVQ","528408","975618","2000500"
"2022-01-20","Kamil - In Travel","https://www.youtube.com/channel/UCkpm-wL7mUqPMTlFma8TOUg","526500","277","402912"
"2022-01-20","Klaudusiek","https://www.youtube.com/channel/UCgrS6kVNZYaThsEyCcdkrNQ","526500","0","7770"
"2022-01-20","TEDEWIZJA","https://www.youtube.com/channel/UCt2MxGtbbqdtgDotX3G6j4w","522443","0","143141"
"2022-01-20","Abra Minecraft","https://www.youtube.com/channel/UC939Qx058qaoYnDLhNwqZHg","521418","356061","1900603"
"2022-01-20","Mamiko","https://www.youtube.com/channel/UCa8Lwy7VpVi-SYxu506OK9Q","520465","0","0"
"2022-01-20","VCR","https://www.youtube.com/channel/UCHH-Hgvg9v39p8QU4jMen8A","516470","44094","205276"
"2022-01-20","Enduro Krzeszowice","https://www.youtube.com/channel/UCoG61Ma0xr0ipb0FjcrdI-Q","515420","0","0"
"2022-01-20","Cookie Mint","https://www.youtube.com/channel/UCjqjUK1vBJxXugBOf-hq9Ag","514423","0","71811"
"2022-01-20","Sami","https://www.youtube.com/channel/UCszWcAoTQqX6hSG0kf4Di0Q","509438","38138","384268"
"2022-01-20","my MAJEWSCY","https://www.youtube.com/channel/UCSHUzADAT0UEUHWCl3kJAZw","508464","0","182211"
"2022-01-20","yellowbox","https://www.youtube.com/channel/UCdO3rGYAaOggrrWz9PIbggg","508464","65972","137213"
"2022-01-20","Marivo","https://www.youtube.com/channel/UCPuZ0qsa-GaD-U2S78O5AdQ","507466","396741","6933208"
"2022-01-20","Przez Świat Na Fazie","https://www.youtube.com/channel/UC8uYStXS2ElBFLZVfuYzIxg","506522","52254","614174"
"2022-01-20","Footroll","https://www.youtube.com/channel/UCxmalaHMEL83ixpIwWfRZjg","504554","175053","955177"
"2022-01-20","BezPlanu","https://www.youtube.com/channel/UCNu7GSRF7Y10OIWHQHpAx1g","504145","175984","1191268"
"2022-01-20","Wazzup","https://www.youtube.com/channel/UC1Fv5ATgw8RyX4Cj0xGo1WQ","503486","181349","1097463"
"2022-01-20","Hejłobuzy","https://www.youtube.com/channel/UCmfGzzSkWYARoFc5apnOknw","502463","62677","446306"
"2022-01-20","Hangar 646","https://www.youtube.com/channel/UCUGmZmzsYlyxxzSIDEHZX4A","502419","3395","3395"
"2022-01-20","Nervarien","https://www.youtube.com/channel/UC0t-xbEmmcJBQ6-fTZV2FNA","501473","121441","957442"
"2022-01-20","Wojciech Cejrowski","https://www.youtube.com/channel/UCgo2BrI5xkXduYvYv6lskkg","501073","697833","2931068"
"2022-01-20","Junajted","https://www.youtube.com/channel/UCQUNgkhi3B2KJJnPkWAG8mw","500514","130983","775111"
"2022-01-20","DΞV","https://www.youtube.com/channel/UC1U8rii2eo15X5hJduhKuPA","500514","0","22165"
"2022-01-20","Kushi","https://www.youtube.com/channel/UCsSgEF6nEhfscmQLR1LUnNA","498532","94787","690319"
"2022-01-20","Ewela","https://www.youtube.com/channel/UC99jDzysSdQQlDPaFPtRwGg","497504","852486","3804259"
"2022-01-20","TTV","https://www.youtube.com/channel/UCGcoim6d_uCndwGm_Rq7Nuw","496433","277670","1217738"
"2022-01-20","Mówiąc Inaczej","https://www.youtube.com/channel/UCsOsC07_jdCII52CAW9SbUg","495465","0","0"
"2022-01-20","Just Clay It","https://www.youtube.com/channel/UC_7ZKir8Rjmjq-PyOxLe0iw","494474","14129","14129"
"2022-01-20","Zipek","https://www.youtube.com/channel/UCqinclq78suYaV18R1jJijg","494474","0","0"
"2022-01-20","Kinga Sawczuk","https://www.youtube.com/channel/UCLQ1dqUydI449ufGAEb_n9w","492599","0","5042"
"2022-01-20","Martyna Zabawa","https://www.youtube.com/channel/UC10-tvXCOR5oZ6nCM9h45xQ","492599","91138","239436"
"2022-01-20","JUSTEK FREESTYLE","https://www.youtube.com/channel/UCzJ95SZn8VWsa5ty92rbgtg","484096","83698","4238874"
"2022-01-20","Policzona Szama","https://www.youtube.com/channel/UCwVDvFKQxaLAGgPGWWp1q7Q","483015","70133","111333"
"2022-01-20","Karolina Anna","https://www.youtube.com/channel/UCxSDfGauduMv1ezbRVRWvCA","481494","309572","1207886"
"2022-01-20","Mervo","https://www.youtube.com/channel/UC_MughP78QVTpnGPU8S7LoQ","475479","31707","266368"
"2022-01-20","Root","https://www.youtube.com/channel/UC-PX7-cvovlYEzbepHLaFXg","475452","367832","1129847"
"2022-01-20","Kamyk","https://www.youtube.com/channel/UCZIBhpYIsB--o7trdw7-H-w","475443","17853","116513"
"2022-01-20","Aleksandra Żuraw","https://www.youtube.com/channel/UCjGd4SgkhbGwH5xlKoj6zLg","474513","0","200062"
"2022-01-20","N3jxiom","https://www.youtube.com/channel/UC4rGXsADtkBzb8URO_x5j0w","473597","64682","193799"
"2022-01-20","YOTO TOYS","https://www.youtube.com/channel/UCItPJx3tW9oGU4N7XoF8j0w","471489","0","1359220"
"2022-01-20","Kubson","https://www.youtube.com/channel/UCJMjRUFR5epQf4l3eYsr1GA","470466","0","0"
"2022-01-20","Mattyniu","https://www.youtube.com/channel/UCoHxmKJMuxZOmviaCSF6cUA","468493","14334","63101"
"2022-01-20","MotoKoty","https://www.youtube.com/channel/UCWcuRx3ENDwj64wZ3zxGggQ","465530","186380","1055641"
"2022-01-20","KiKi Świat","https://www.youtube.com/channel/UCsFeDsrq6btWgodNLqMaHEA","465511","103670","103670"
"2022-01-20","Nowciax","https://www.youtube.com/channel/UCLRdwTmAnoL-Lr8W9qtiQkA","464439","0","300019"
"2022-01-20","DUDEK P56. (OFICJALNY KANAŁ).","https://www.youtube.com/channel/UCBW0jP0hbFOinfjUlKV-pXg","462459","0","475947"
"2022-01-20","Strasznie Ciekawe","https://www.youtube.com/channel/UCyzKizDnclRc7mR6F4FW6uw","455500","45267","163809"
"2022-01-20","Mario Budowlaniec","https://www.youtube.com/channel/UCOrplaGWXnDW86Zn-zonHIw","452517","122975","214493"
"2022-01-20","TVP Sport","https://www.youtube.com/channel/UCalwFtq-BVcszKLZ5k2vbLw","452108","659359","3593095"
"2022-01-20","KURA WORKOUT","https://www.youtube.com/channel/UCpbjC7ORm8JFR9U2ftMtuGw","451443","25349","197875"
"2022-01-20","Globalista - Oskar Bednarski ","https://www.youtube.com/channel/UC2MQ1TRVmCnslmwlgqayVrw","451032","593383","2835001"
"2022-01-20","STOP CHAM","https://www.youtube.com/channel/UCJ0VFYHC4J6KhC_ohzrJ0eA","450063","1574830","6692247"
"2022-01-20","123 GO! CHALLENGE Polish","https://www.youtube.com/channel/UCz3X2GaxMXJ818Jj2fzcErA","449465","31787","363158"
"2022-01-20","BNT","https://www.youtube.com/channel/UC5FWImlh1axobNU541SIHHg","448519","0","137802"
"2022-01-20","C-BooL","https://www.youtube.com/channel/UCMZOGB_BfTbUcJYO3oZNjEQ","447583","0","0"
"2022-01-20","Roxie","https://www.youtube.com/channel/UCPaUzYaPQuw1pu9eWRSzxEw","446561","0","0"
"2022-01-20","Smaczny.tv","https://www.youtube.com/channel/UCAyqFwFxRscQEdRBoowzUPQ","446561","33710","204359"
"2022-01-20","Wydawnictwo Muzyczne Folk","https://www.youtube.com/channel/UCzsQUZHgX75O_PJyKXPb2qg","442507","43817","454759"
"2022-01-20","Plotek.pl","https://www.youtube.com/channel/UCNvmnXDzLsgLAXQE-ZsIFSg","442507","13730","428667"
"2022-01-20","Robert Makłowicz","https://www.youtube.com/channel/UCCT_JGIn9I9FS6OTzzqWEew","441573","177575","557269"
"2022-01-20","OLEJNIK","https://www.youtube.com/channel/UC8Ylbam-jsaXPof9l0c4kPQ","440974","373","6959"
"2022-01-20","PLAGA","https://www.youtube.com/channel/UCTGfwWlzslqBzP7ScLCQyfw","440574","15129","76818"
"2022-01-20","BLATNOI MUSIC","https://www.youtube.com/channel/UC1OybMW81mYMUObq-J5NY9Q","439512","0","52320"
"2022-01-20","Straszne Historie na faktach","https://www.youtube.com/channel/UCaRUe2Fq_03cVYEYkKU3KKw","439510","0","42271"
"2022-01-20","JustCartoons","https://www.youtube.com/channel/UC3GD29ohzM03XrEu3HQT_NQ","438438","38368","124546"
"2022-01-20","Koza Sport","https://www.youtube.com/channel/UCHIsdgPBzV7BGx_Bv5gCn3A","438426","72912","632185"
"2022-01-20","Astrofaza","https://www.youtube.com/channel/UCIUYdIIld_2bsymqWDCdOFQ","438072","57592","1161331"
"2022-01-20","Hi_5","https://www.youtube.com/channel/UCFATLmdasfbXIPh9q_4fscQ","437064","85383","1015034"
"2022-01-20","Sprytne Babki","https://www.youtube.com/channel/UCCrArwOGJAIVUFte5tZi-pQ","436472","397","15745"
"2022-01-20","Major Specnaz","https://www.youtube.com/channel/UCxNKGEM9JoZYeCnAjxfKGbA","434599","0","1176253"
"2022-01-20","Czoklet!","https://www.youtube.com/channel/UCmVuh_qeOD7svmm3dVOytwQ","431402","8603","104597"
"2022-01-20","jockerfarm","https://www.youtube.com/channel/UCSA91E25P8AmE-V3cC2UPZg","430441","774677","3071110"
"2022-01-20","KSW","https://www.youtube.com/channel/UCv_fwQqff6zEFDxfJh_03fg","430441","1229279","2441018"
"2022-01-20","Mobzilla","https://www.youtube.com/channel/UC6NFFT5qOAvgO_NQomkRvSw","429515","25917","25917"
"2022-01-20","Little Princess TV","https://www.youtube.com/channel/UCXOHjMgMsrw_5HhmThogLAg","428576","23659","67462"
"2022-01-20","DeeJay Per$i","https://www.youtube.com/channel/UCvlnwS9PaI7igLVJxm9otDA","428534","152955","726526"
"2022-01-20","Na Gałęzi","https://www.youtube.com/channel/UCtecHyLSXoL3P-xgFsbQh-g","428534","48181","705865"
"2022-01-20","Zachar OFF","https://www.youtube.com/channel/UCCY4fePCsrmoP7zib9KhvBA","428534","95772","661209"
"2022-01-20","Nie wiem, ale się dowiem!","https://www.youtube.com/channel/UCZ7KWO9E51KNtkDN_TfA69Q","428176","221081","1334823"
"2022-01-20","Future Bass Mix","https://www.youtube.com/channel/UCRiCm3PH5riqxXZCHfbQxJQ","426503","11825","111933"
"2022-01-20","Lisie Piekł0","https://www.youtube.com/channel/UCt2IsCngTU-0P9eXUC0Rg7g","425470","0","0"
"2022-01-20","Iwona Blecharczyk","https://www.youtube.com/channel/UCP5R-AsfGO0qo6xkeGp5W4A","424422","262620","1748840"
"2022-01-20","Rock Play","https://www.youtube.com/channel/UCjgeJEsJgMcSYiq9W-9zowg","422524","54995","136125"
"2022-01-20","ReTo","https://www.youtube.com/channel/UCHwq-fLw-Iw2KRaKv0CF5kw","422084","0","0"
"2022-01-20","Holm","https://www.youtube.com/channel/UCjeqWTXtVUFUE12nrzquRcA","420146","33611","232398"
"2022-01-20","Moto Doradca","https://www.youtube.com/channel/UCG_hveTf7rEquJ3OLQ410Bw","420138","163068","1003156"
"2022-01-20","Tofiki","https://www.youtube.com/channel/UC6qijtn4UiQeTyfgBG5J8ig","420117","0","434701"
"2022-01-20","Duzy w Maluchu","https://www.youtube.com/channel/UCu7nhBoi9sbJcEI-DQ4zv2g","419461","308","233519"
"2022-01-20","Agu","https://www.youtube.com/channel/UCEjvMoYMvRfso2T_Gpla3Pw","419453","0","53983"
"2022-01-20","EKIPA WK","https://www.youtube.com/channel/UCnvrd6z-UgyX0n-Db7sQI4Q","418417","136238","502761"
"2022-01-20","Brzoza TV","https://www.youtube.com/channel/UCgDeCGxHG1UxwsH4iA5dAOw","417447","25583","102544"
"2022-01-20","TIDZIMI","https://www.youtube.com/channel/UCpsa6fkURw9M2wKaCCEDgig","416510","88388","633020"
"2022-01-20","NawrotkaTv","https://www.youtube.com/channel/UC4sW1CMOGlNq8ZceoRQY8gA","414566","0","0"
"2022-01-20","TobiaszGaming","https://www.youtube.com/channel/UCW02jezx5RAq26CSQSrfvTw","413101","0","771339"
"2022-01-20","Guwer","https://www.youtube.com/channel/UC4T-L1Fv5WXTvY-l_-LUKaw","410087","377509","1700070"
"2022-01-20","MIG Official","https://www.youtube.com/channel/UC8dTZCV6j9z3XoET1euUWNA","406454","0","92284"
"2022-01-20","Śmieszne Shoty","https://www.youtube.com/channel/UCv-9KW5ZEoKQsMdyAitbDNA","405417","106219","972438"
"2022-01-20","SmileSlow Games","https://www.youtube.com/channel/UCuDab-M7mES8VgiBEmkylpw","404043","569668","2321696"
"2022-01-20","T.I.W Music","https://www.youtube.com/channel/UC4kL1MBkSyWeNP8yOg5Bt5w","404043","54425","655650"
"2022-01-20","Małgorzata Mostowska","https://www.youtube.com/channel/UCITlHzj4MUzRNM17pdWUWeQ","404043","0","0"
"2022-01-20","Leh","https://www.youtube.com/channel/UCVLdZCY_uU4bktEQ59CMPJw","403529","85514","369084"
"2022-01-20","Maciej Wapniak Wapiński","https://www.youtube.com/channel/UCR_Deywzf9vfBxdbVNX4Bqg","402536","8752","341634"
"2022-01-20","Ostatni Gwizdek","https://www.youtube.com/channel/UCilqalXMpBmYvdjUuk4pIQw","402197","435264","1705060"
"2022-01-20","NIGHTRIDE","https://www.youtube.com/channel/UCuYLDxZWv-aal88czKkFvKA","402181","87482","968897"
"2022-01-20","Graf","https://www.youtube.com/channel/UCWcz2SQMCcijkVta0hSERIA","399425","196064","882692"
"2022-01-20","Dominik Bos","https://www.youtube.com/channel/UCvufartoVu2ScVS7R6TsB6A","398468","0","679127"
"2022-01-20","Mela Modela","https://www.youtube.com/channel/UChflvaC09FWhfkJvq0uoOKg","398414","71445","439438"
"2022-01-20","SARSA","https://www.youtube.com/channel/UCbb8K_9uAjSL85oV12SYvMA","398414","0","0"
"2022-01-20","MeskieGranie","https://www.youtube.com/channel/UCkquAjPHABhLxaGWWCpTuSg","396565","0","917945"
"2022-01-20","MĄDRA SOWA","https://www.youtube.com/channel/UCdn4k8SEv3C4goXDFvA_A7Q","395077","264528","3244956"
"2022-01-20","Szmitek Cesarz Pierdolnięcia","https://www.youtube.com/channel/UCWhgalydnNr4WWcLP9eGG9Q","393477","70323","70323"
"2022-01-20","Requer","https://www.youtube.com/channel/UCBZzmufLDgOBVmghBX3F8YQ","393448","0","0"
"2022-01-20","Świat Gosi","https://www.youtube.com/channel/UCoPRn_-2B3zKJO0Zv3nAAQg","393438","5792","318077"
"2022-01-20","Anna Szlęzak","https://www.youtube.com/channel/UCjTHgQe0B5m65Z7UY7cI6cw","390516","0","46683"
"2022-01-20","Lekko Stronniczy","https://www.youtube.com/channel/UC8JbbaZ_jgdsoUqrZ2bXtQQ","389537","257734","1660408"
"2022-01-20","TKM Official","https://www.youtube.com/channel/UCOG7GbQ0-tYUVaNdN29VEVw","388567","12628","71701"
"2022-01-20","Lakarnum","https://www.youtube.com/channel/UCE88oNGKXMVL69I8Vp2k9iw","388156","441536","1172200"
"2022-01-20","Husiek","https://www.youtube.com/channel/UCb8G5VpGpUvzNc8_qAsPNhQ","387492","1484","8712"
"2022-01-20","PEVOR","https://www.youtube.com/channel/UCL53T2nE0c0aMH3MSSuUGyg","386422","0","274122"
"2022-01-20","ciekawehistorie","https://www.youtube.com/channel/UCO8czxzBx4PxuTEolCBmq2w","385432","0","0"
"2022-01-20","DJ THERIX","https://www.youtube.com/channel/UCvFt7vueyjduSQCOLSbIb-Q","383583","3939","12086"
"2022-01-20","DżoDżo","https://www.youtube.com/channel/UCnpKMoMbFZdWLiUuuB5RiBg","381520","16568","24670"
"2022-01-20","Zwariowani","https://www.youtube.com/channel/UC9W_3jUahqq5G6m4Lqo1AWQ","381520","0","214084"
"2022-01-20","prostracja","https://www.youtube.com/channel/UC7b4uMNbNF8TCXARCmK9OYQ","379402","20195","1043651"
"2022-01-20","Uwaga! TVN","https://www.youtube.com/channel/UCjv2XfvIlsdjKal8jxzgY5g","378066","249834","1614231"
"2022-01-20","BlueJaneVids","https://www.youtube.com/channel/UCrSApYdr24qCrlP73P5X3VA","377543","25391","42839"
"2022-01-20","TheKretka1","https://www.youtube.com/channel/UCrma7lKs1Q4yQHkEESFVGiw","377151","77566","688010"
"2022-01-20","newabratv","https://www.youtube.com/channel/UCNRkRe0QSUTJ-hN50FRjf6g","376583","2198","84396"
"2022-01-20","Weronika Truszczynska","https://www.youtube.com/channel/UCoJjEsNkU-Md3xB6BursT0Q","376583","114943","157878"
"2022-01-20","Ostry","https://www.youtube.com/channel/UCqi4vmSjAIFdDnwjSFE6CGA","376137","157064","6141165"
"2022-01-20","Kartomania","https://www.youtube.com/channel/UCjdSViYOdI6K_MU4mfOXT4Q","374474","84831","512946"
"2022-01-20","TVN Style","https://www.youtube.com/channel/UCJ_qq-91XTS_0ryOUCm3VoA","372436","38596","130832"
"2022-01-20","Machony","https://www.youtube.com/channel/UCzgOyfltU80HCvGX__NmxGA","372036","45968","1717056"
"2022-01-20","KFD.pl","https://www.youtube.com/channel/UCCwsb6pCsJYFp53h9prxXtg","370573","108932","393180"
"2022-01-20","SEKIELSKI","https://www.youtube.com/channel/UCmuaurR3Fl5ugr6Bi066tHA","370573","68643","257695"
"2022-01-20","Profesor Chris","https://www.youtube.com/channel/UC-G-_WzorDpCrZl1XrYwLvA","369533","278463","758268"
"2022-01-20","Hüdaverdi Yılmaz","https://www.youtube.com/channel/UC0ZqkgkK8ROkDOIu2B9HeIw","369188","0","0"
"2022-01-20","WEEKEND - Oficjalny","https://www.youtube.com/channel/UC_6qysqSnJskKBUAdJ6aSWQ","367472","0","6190"
"2022-01-20","Marek Purczyński","https://www.youtube.com/channel/UCewuKg0n1nxo6HhWo0FVsbg","367025","38554","546724"
"2022-01-20","Stilgar","https://www.youtube.com/channel/UClb-5J7X5dw-hZS0ent3Mgg","365473","25870","137883"
"2022-01-20","Discovery Channel Polska","https://www.youtube.com/channel/UC7U89d81jFokGK7kFq7jwtA","364549","99117","536742"
"2022-01-20","KiFi","https://www.youtube.com/channel/UCG_5nlWZX6XMAwPPpJKIitA","364549","4149","18255"
"2022-01-20","jarekogarek1986","https://www.youtube.com/channel/UCnBpiySdWT7rU9P633emjDA","364522","0","1081175"
"2022-01-20","Pokój Wytrzeźwień","https://www.youtube.com/channel/UCtrqfmWn4QMm7hNhfRCpubg","364149","191569","1864342"
"2022-01-20","KuchniaRenaty","https://www.youtube.com/channel/UCD7Yg4SUVKWIE-H_BgsCDdg","362544","6020","17515"
"2022-01-20","Światowa Topa","https://www.youtube.com/channel/UCZIKSnhfza_zbpRKONCnyQA","361485","6279","79123"
"2022-01-20","Luferek","https://www.youtube.com/channel/UCuUISxBgHJ6C380n83LQPgg","361460","183755","851252"
"2022-01-20","Mateusz Krawczyk","https://www.youtube.com/channel/UCvb_3WrGri7dqKP2j-EvcDA","360418","76668","1275883"
"2022-01-20","MafiaSolec Games","https://www.youtube.com/channel/UCovLF5otFrltWmdtC696BAQ","359474","458105","1539052"
"2022-01-20","Mixes","https://www.youtube.com/channel/UCiGUs5yPy9n-th_6F9UWq0A","359042","0","1278625"
"2022-01-20","Mateo","https://www.youtube.com/channel/UCUWuGuufv4sFGBqXgT1PBSg","354433","42207","168424"
"2022-01-20","RockYourEnglish","https://www.youtube.com/channel/UClrTaxNIXblGc5RNXnP0_4Q","354033","0","58732"
"2022-01-20","Adryan","https://www.youtube.com/channel/UC37XE03mQhOWQzvsu1M-ofA","353465","19353","232530"
"2022-01-20","Qesek","https://www.youtube.com/channel/UCEhcmIOKuxA7SUaC6bav2_w","352491","30975","121551"
"2022-01-20","Nester","https://www.youtube.com/channel/UCxuL-5cWoPpv5q9viBRUe5A","352480","29721","315071"
"2022-01-20","Fairout PL","https://www.youtube.com/channel/UCR7Hyq3SDYk-UGb-uDtNFFQ","352080","1063394","7078359"
"2022-01-20","DisneyFilmy","https://www.youtube.com/channel/UCAicVofRtNhbv2EnmQ2arzg","346047","0","0"
"2022-01-20","quaz9","https://www.youtube.com/channel/UCC9ZIpLRneyc3gyoCrEj1uw","344579","73559","299145"
"2022-01-20","KadorV3","https://www.youtube.com/channel/UCiDOMbo1mowgdvCikr__Afw","343530","39725","255683"
"2022-01-20","DG","https://www.youtube.com/channel/UC-738oS7ct0ULueaNulQXwg","343530","2999","12850"
